episode_num,timestep,episode_reward,episode_length,cumulative_reward,moving_avg_10,moving_avg_100,conditions_read,navigation_started,zones_reached,correct_zones,treatments_applied,episode_phases,final_distances,best_distances,loss,q_value_mean,exploration_rate,target_updates,loss_variance_window
8435,170636,-0.30000000000000204,25,-4475.469999999976,2.696999999999998,1.7962999999999978,True,True,False,False,False,NAVIGATE,2,1,0.21062347292900085,,0.1,138.0,0.0030512276411868134
8436,170664,0.7999999999999967,25,-4474.6699999999755,2.5169999999999977,1.8007999999999975,True,True,False,False,False,NAVIGATE,3,1,,,0.1,138.0,0.004111606081615879
8437,170688,1.0999999999999968,25,-4473.569999999975,2.5669999999999975,1.8097999999999976,True,True,False,False,False,NAVIGATE,2,1,0.04043356329202652,,0.1,138.0,0.0014301567627850477
8438,170712,0.8999999999999964,25,-4472.6699999999755,1.0149999999999966,1.8067999999999975,True,True,False,False,False,NAVIGATE,2,1,0.04650435596704483,,0.1,138.0,0.03820735775338995
8439,170736,1.3999999999999972,25,-4471.269999999976,0.9749999999999966,1.7999999999999978,True,True,False,False,False,NAVIGATE,2,1,0.0746842548251152,,0.1,138.0,0.15546793084874322
8440,170764,0.5999999999999963,25,-4470.6699999999755,0.9899999999999967,1.7899999999999978,True,True,False,False,False,NAVIGATE,1,1,,,0.1,138.0,0.04406329474647257
8441,170784,15.659999999999998,22,-4455.009999999976,2.505999999999997,1.9245999999999979,True,True,True,True,True,TREAT,0,0,0.10156527161598206,,0.1,138.0,0.050987576471109346
8442,170808,1.0999999999999968,25,-4453.909999999975,2.405999999999997,1.9415999999999978,True,True,False,False,False,NAVIGATE,2,1,0.4523525834083557,,0.1,138.0,0.06022074916583342
8443,170836,-0.20000000000000018,25,-4454.109999999975,2.2659999999999973,1.9360999999999975,True,True,False,False,False,NAVIGATE,3,1,0.04554549977183342,,0.1,138.0,0.042062219803071524
8444,170860,2.1999999999999975,25,-4451.909999999975,2.325999999999998,1.946099999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.1,138.0,0.04647432357338426
8445,170884,1.3999999999999966,25,-4450.509999999976,2.495999999999997,1.9670999999999979,True,True,False,False,False,NAVIGATE,2,1,0.07892923802137375,,0.1,138.0,0.05030882800394851
8446,170908,0.049999999999996936,25,-4450.4599999999755,2.4209999999999967,1.9495999999999978,True,True,False,False,False,NAVIGATE,3,1,0.22040008008480072,,0.1,138.0,0.018646000347801304
8447,170916,1.5599999999999996,7,-4448.899999999975,2.466999999999998,1.9479999999999977,True,True,True,False,False,TREAT,4,1,0.028680704534053802,,0.1,138.0,0.02037066825323282
8448,170932,1.4499999999999988,15,-4447.449999999975,2.5219999999999976,1.9434999999999976,True,True,True,False,False,TREAT,4,1,,,0.1,138.0,0.022753086061976433
8449,170956,-14.999999999999993,25,-4462.449999999975,0.8819999999999986,1.7894999999999976,False,False,False,False,False,ANALYZE,2,2,0.06035197153687477,,0.1,138.0,0.029022214693008825
8450,170980,-7.9999999999999964,25,-4470.449999999975,0.02199999999999953,1.6924999999999977,True,True,False,False,False,NAVIGATE,3,2,0.03610856831073761,,0.1,138.0,0.03185801240130968
8451,171008,0.39999999999999747,25,-4470.049999999976,-1.5040000000000007,1.7164999999999977,True,True,False,False,False,NAVIGATE,3,2,0.12128563225269318,,0.1,138.0,0.023752651005953355
8452,171032,0.699999999999996,25,-4469.349999999976,-1.5440000000000005,1.8064999999999978,True,True,False,False,False,NAVIGATE,3,2,,,0.1,138.0,0.02203077495663807
8453,171056,2.1999999999999984,25,-4467.149999999976,-1.3040000000000007,1.8284999999999976,True,True,False,False,False,NAVIGATE,1,1,0.05816728621721268,,0.1,138.0,0.03241746027347535
8454,171080,-10.399999999999995,25,-4477.549999999976,-2.564,1.7072999999999978,True,True,False,False,False,NAVIGATE,2,1,0.14458127319812775,,0.1,138.0,0.07709033934400954
8455,171108,0.399999999999997,25,-4477.149999999976,-2.6639999999999997,1.7052999999999978,True,True,False,False,False,NAVIGATE,2,1,0.06818965822458267,,0.1,138.0,0.09475893091062271
8456,171132,1.7499999999999971,25,-4475.399999999976,-2.4939999999999998,1.7142999999999977,True,True,False,False,False,NAVIGATE,1,1,,,0.1,138.0,0.044253134444838124
8457,171152,1.9599999999999977,22,-4473.439999999976,-2.454,1.7288999999999979,True,True,True,False,False,TREAT,4,2,0.06508652120828629,,0.1,138.0,0.0289496452741157
8458,171180,2.1999999999999975,25,-4471.239999999976,-2.379,1.7400999999999982,True,True,False,False,False,NAVIGATE,1,1,0.06123728305101395,,0.1,138.0,0.02024060845046549
8459,171204,1.049999999999996,25,-4470.189999999976,-0.7740000000000016,1.6015999999999977,True,True,False,False,False,NAVIGATE,1,1,0.022081295028328896,,0.1,138.0,0.03177418772942891
8460,171228,0.4999999999999958,25,-4469.689999999976,0.07599999999999785,1.5805999999999978,True,True,False,False,False,NAVIGATE,2,1,,,0.1,138.0,0.031123349146098732
8461,171252,0.7999999999999969,25,-4468.889999999976,0.1159999999999977,1.5935999999999972,True,True,False,False,False,NAVIGATE,1,1,0.05521218478679657,,0.1,138.0,0.027756083550040594
8462,171280,1.799999999999998,25,-4467.089999999976,0.22599999999999804,1.6270999999999975,True,True,False,False,False,NAVIGATE,3,1,0.10567326843738556,,0.1,138.0,0.001565444733023323
8463,171304,1.599999999999997,25,-4465.489999999975,0.1659999999999978,1.6570999999999976,True,True,False,False,False,NAVIGATE,2,1,0.017536673694849014,,0.1,138.0,0.09649335291476263
8464,171328,2.1999999999999975,25,-4463.289999999975,1.425999999999997,1.5196999999999974,True,True,False,False,False,NAVIGATE,1,1,,,0.1,138.0,0.06740252410939343
8465,171352,0.29999999999999605,25,-4462.989999999975,1.4159999999999968,1.5266999999999975,True,True,False,False,False,NAVIGATE,2,2,0.014051907695829868,,0.1,138.0,0.10293921515383571
8466,171380,-0.05000000000000382,25,-4463.039999999975,1.2359999999999967,1.5196999999999974,True,True,False,False,False,NAVIGATE,2,1,0.6553292274475098,,0.1,138.0,0.08352026874397069
8467,171388,1.879999999999999,11,-4461.159999999975,1.2279999999999969,1.5212999999999974,True,True,True,False,False,TREAT,4,1,0.02313232421875,,0.1,138.0,0.03231314931276222
8468,171392,16.42,4,-4444.739999999975,2.6499999999999977,1.6839999999999975,True,True,True,True,True,TREAT,0,0,,,,,
8469,171420,0.29999999999999605,25,-4444.439999999975,2.5749999999999975,1.6709999999999976,True,True,False,False,False,NAVIGATE,2,2,0.057099658995866776,,0.1,138.0,0.030547652517290462
8470,171436,16.81,17,-4427.629999999975,4.205999999999998,1.8270999999999977,True,True,True,True,True,TREAT,0,0,0.03361133113503456,,0.1,138.0,0.03159239738191477
8471,171460,0.5499999999999987,25,-4427.0799999999745,4.180999999999997,1.8153999999999977,True,True,False,False,False,NAVIGATE,1,1,0.12581148743629456,,0.1,138.0,0.035965826150558
8472,171484,1.1999999999999964,25,-4425.879999999975,4.120999999999997,1.8333999999999977,True,True,False,False,False,NAVIGATE,5,1,,,,,
8473,171488,15.940000000000001,3,-4409.939999999975,5.554999999999998,1.967599999999998,True,True,True,True,True,TREAT,0,0,0.0698319524526596,,0.1,138.0,0.0053987592746939875
8474,171512,1.1399999999999983,23,-4408.799999999975,5.448999999999998,1.9724999999999977,True,True,True,False,False,TREAT,4,1,0.5198810696601868,,0.1,138.0,0.02413286392832691
8475,171536,1.1999999999999968,25,-4407.599999999975,5.538999999999998,1.9672999999999974,True,True,False,False,False,NAVIGATE,2,2,0.024087127298116684,,0.1,138.0,0.04964800552903961
8476,171560,1.8999999999999961,25,-4405.699999999975,5.733999999999999,1.9742999999999975,True,True,False,False,False,NAVIGATE,2,1,,,,,
8477,171584,17.79,23,-4387.909999999975,7.324999999999998,2.1621999999999977,True,True,True,True,True,TREAT,0,0,0.552677571773529,,0.1,138.0,0.02583368639665426
8478,171588,15.9,5,-4372.009999999976,7.272999999999999,2.164199999999998,True,True,True,True,True,TREAT,0,0,0.10322073847055435,,0.1,138.0,0.0440356359723159
8479,171592,16.42,4,-4355.589999999976,8.885,2.3123999999999985,True,True,True,True,True,TREAT,0,0,0.6467196941375732,,0.1,138.0,0.0437756940972692
8480,171620,2.3999999999999977,25,-4353.189999999976,7.443999999999998,2.332399999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.1,138.0,0.09054983505434912
8481,171640,16.339999999999996,23,-4336.849999999976,9.022999999999996,2.492299999999998,True,True,True,True,True,TREAT,0,0,0.5662775039672852,,0.1,138.0,0.06557157471800167
8482,171648,2.0799999999999996,6,-4334.769999999976,9.111,2.5010999999999988,True,True,True,False,False,TREAT,4,1,0.1276635080575943,,0.1,138.0,0.0747086914355737
8483,171672,1.1499999999999957,25,-4333.619999999976,7.631999999999998,2.4990999999999985,True,True,False,False,False,NAVIGATE,2,1,0.7398611307144165,,0.1,138.0,0.031004687113741103
8484,171696,0.8999999999999961,25,-4332.719999999977,7.607999999999997,2.4538999999999986,True,True,False,False,False,NAVIGATE,2,1,,,,,
8485,171724,0.19999999999999596,25,-4332.519999999977,7.507999999999998,2.4488999999999983,True,True,False,False,False,NAVIGATE,2,2,0.14220812916755676,,0.1,138.0,0.0033545462051910403
8486,171728,15.420000000000002,4,-4317.099999999977,8.86,2.5940999999999987,True,True,True,True,True,TREAT,0,0,0.0662982389330864,,0.1,138.0,0.0029213090860148476
8487,171744,16.89,18,-4300.209999999976,8.77,2.738999999999998,True,True,True,True,True,TREAT,0,0,0.26553699374198914,,0.1,138.0,0.0018781106473896414
8488,171768,1.5499999999999965,25,-4298.659999999976,7.334999999999998,2.733199999999998,True,True,False,False,False,NAVIGATE,2,1,,,,,
8489,171796,0.24999999999999667,25,-4298.409999999976,5.717999999999998,2.581499999999998,True,True,False,False,False,NAVIGATE,2,2,0.08848781883716583,,0.1,138.0,0.0022044116038926562
8490,171812,2.5599999999999983,17,-4295.849999999976,5.733999999999997,2.601599999999998,True,True,True,False,False,TREAT,4,1,0.04052702337503433,,0.1,139.0,0.0023518619097379493
8491,171836,1.3499999999999968,25,-4294.499999999975,4.234999999999998,2.601099999999998,True,True,False,False,False,NAVIGATE,3,1,0.12886883318424225,,0.1,139.0,0.0058353334921140785
8492,171860,1.7999999999999965,25,-4292.699999999975,4.206999999999997,2.601099999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
8493,171864,1.7199999999999998,4,-4290.979999999975,4.263999999999998,2.613299999999999,True,True,True,False,False,TREAT,4,2,0.07660721987485886,,0.1,139.0,0.049673131283944225
8494,171888,2.6799999999999975,21,-4288.299999999975,4.441999999999998,2.646099999999999,True,True,True,False,False,TREAT,4,1,0.10576842725276947,,0.1,139.0,0.0012961473516234613
8495,171912,-11.599999999999994,25,-4299.899999999975,3.261999999999999,2.5375999999999985,True,True,False,False,False,NAVIGATE,2,1,0.06725158542394638,,0.1,139.0,0.0013356888438596532
8496,171936,-0.19999999999999973,25,-4300.099999999975,1.6999999999999988,2.5260999999999987,True,True,False,False,False,NAVIGATE,3,1,,,0.1,139.0,0.0478581996617069
8497,171940,1.7199999999999998,4,-4298.379999999975,0.1829999999999988,2.552299999999999,True,True,True,False,False,TREAT,4,2,0.060976751148700714,,0.1,139.0,0.05126989603591216
8498,171944,15.940000000000001,3,-4282.439999999975,1.6219999999999992,2.710099999999999,True,True,True,True,True,TREAT,0,0,0.08848753571510315,,0.1,139.0,0.049737937027553525
8499,171968,2.1999999999999966,25,-4280.239999999975,1.816999999999999,2.7260999999999984,True,True,False,False,False,NAVIGATE,2,1,0.03387972712516785,,0.1,139.0,0.055902056926998865
8500,171988,0.9999999999999991,20,-4279.239999999975,1.6609999999999991,2.5766999999999984,True,True,True,False,False,TREAT,4,1,,,0.1,139.0,0.0009012611551962665
8501,172012,1.6499999999999957,25,-4277.589999999976,1.690999999999999,2.579199999999998,True,True,False,False,False,NAVIGATE,1,1,0.0706809014081955,,0.1,139.0,0.03775889246392551
8502,172040,1.3999999999999968,25,-4276.189999999976,1.6509999999999991,2.4303999999999983,True,True,False,False,False,NAVIGATE,2,1,0.12445025146007538,,0.1,139.0,0.028863076628924587
8503,172064,1.5999999999999965,25,-4274.589999999976,1.638999999999999,2.4538999999999986,True,True,False,False,False,NAVIGATE,3,2,0.09641014039516449,,0.1,139.0,0.0026908029095618273
8504,172088,1.3999999999999968,25,-4273.189999999976,1.5109999999999988,2.461399999999998,True,True,False,False,False,NAVIGATE,2,1,,,0.1,139.0,0.05396540485065221
8505,172112,0.14999999999999747,25,-4273.039999999976,2.6859999999999977,2.458899999999998,True,True,False,False,False,NAVIGATE,2,1,0.07836534082889557,,0.1,139.0,0.06439194957638181
8506,172140,1.4499999999999968,25,-4271.5899999999765,2.8509999999999978,2.4703999999999984,True,True,False,False,False,NAVIGATE,1,1,0.0696358010172844,,0.1,139.0,0.03148173651943752
8507,172164,0.5999999999999963,25,-4270.989999999976,2.738999999999997,2.460399999999998,True,True,False,False,False,NAVIGATE,2,1,0.7574834227561951,,0.1,139.0,0.028974450307895378
8508,172168,15.940000000000001,3,-4255.0499999999765,2.738999999999997,2.597799999999998,True,True,True,True,True,TREAT,0,0,,,0.1,139.0,0.06186229055325552
8509,172192,-0.8000000000000009,25,-4255.849999999977,2.4389999999999974,2.5782999999999983,True,True,False,False,False,NAVIGATE,5,1,0.05962977558374405,,0.1,139.0,0.04824492342441942
8510,172216,-0.24999999999999978,25,-4256.099999999977,2.313999999999998,2.573799999999998,True,True,False,False,False,NAVIGATE,2,2,0.017898861318826675,,0.1,139.0,0.007551300508956258
8511,172220,1.7199999999999998,4,-4254.3799999999765,2.320999999999998,2.567499999999999,True,True,True,False,False,TREAT,4,2,0.06777403503656387,,0.1,139.0,0.0077893936261788045
8512,172244,1.5999999999999968,25,-4252.779999999976,2.3409999999999984,2.574199999999998,True,True,False,False,False,NAVIGATE,2,1,,,,,
8513,172272,0.7999999999999972,25,-4251.979999999976,2.2609999999999983,2.565199999999998,True,True,False,False,False,NAVIGATE,3,1,0.16008815169334412,,0.1,139.0,0.04363660722193237
8514,172296,2.599999999999997,25,-4249.379999999976,2.3809999999999985,2.5791999999999984,True,True,False,False,False,NAVIGATE,2,1,0.06234843283891678,,0.1,139.0,0.03639088932489948
8515,172320,0.549999999999996,25,-4248.829999999975,2.4209999999999985,2.5796999999999985,True,True,False,False,False,NAVIGATE,1,1,0.02773084118962288,,0.1,139.0,0.02330912035661132
8516,172344,1.3999999999999968,25,-4247.429999999976,2.415999999999998,2.571699999999998,True,True,False,False,False,NAVIGATE,2,1,,,,,
8517,172372,1.0499999999999965,25,-4246.379999999976,2.4609999999999976,2.5661999999999976,True,True,False,False,False,NAVIGATE,1,1,0.07258731126785278,,0.1,139.0,0.027813669759016234
8518,172396,0.7999999999999972,25,-4245.579999999975,0.9469999999999977,2.5821999999999985,True,True,False,False,False,NAVIGATE,3,1,0.127918541431427,,0.1,139.0,0.01510562448884579
8519,172420,1.8499999999999956,25,-4243.729999999975,1.2119999999999975,2.583499999999998,True,True,False,False,False,NAVIGATE,1,1,0.047879841178655624,,0.1,139.0,0.03872567788915966
8520,172444,2.1999999999999975,25,-4241.529999999975,1.4569999999999972,2.606999999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
8521,172472,2.5999999999999988,25,-4238.929999999975,1.544999999999997,2.6169999999999987,True,True,False,False,False,NAVIGATE,2,1,0.016695860773324966,,0.1,139.0,0.07325637538936515
8522,172496,-0.8000000000000025,25,-4239.729999999975,1.304999999999997,2.6089999999999987,True,True,False,False,False,NAVIGATE,3,1,0.07993143051862717,,0.1,139.0,0.09939722264364705
8523,172520,0.1999999999999975,25,-4239.529999999975,1.244999999999997,2.647999999999998,True,True,False,False,False,NAVIGATE,2,1,0.6406200528144836,,0.1,139.0,0.11489819734010956
8524,172544,-1.1500000000000032,25,-4240.679999999975,0.8699999999999971,2.6265999999999985,True,True,False,False,False,NAVIGATE,3,2,,,,,
8525,172572,-14.999999999999993,25,-4255.679999999975,-0.685000000000002,2.4675999999999982,False,False,False,False,False,ANALYZE,1,1,0.6569513082504272,,0.1,139.0,0.053822244153329465
8526,172596,-9.399999999999995,25,-4265.0799999999745,-1.765000000000001,2.3475999999999986,True,True,False,False,False,NAVIGATE,2,1,0.5868942737579346,,0.1,139.0,0.08597145534820326
8527,172620,0.5999999999999974,25,-4264.479999999974,-1.810000000000001,2.347599999999998,True,True,False,False,False,NAVIGATE,3,1,0.1263044774532318,,0.1,139.0,0.06409915645435697
8528,172644,0.6499999999999961,25,-4263.8299999999745,-1.825000000000001,2.189899999999998,True,True,False,False,False,NAVIGATE,1,1,,,,,
8529,172672,-0.2500000000000029,25,-4264.0799999999745,-2.035000000000001,2.169399999999998,True,True,False,False,False,NAVIGATE,1,1,0.02228722535073757,,0.1,139.0,0.03613973416807953
8530,172676,15.9,5,-4248.179999999975,-0.6650000000000007,2.3238999999999983,True,True,True,True,True,TREAT,0,0,0.49946701526641846,,0.1,139.0,0.036382558895444825
8531,172700,1.8999999999999961,25,-4246.279999999975,-0.735000000000001,2.337899999999999,True,True,False,False,False,NAVIGATE,1,1,0.02756781317293644,,0.1,139.0,0.02804894023345374
8532,172724,2.5999999999999988,25,-4243.679999999975,-0.3950000000000008,2.3428999999999984,True,True,False,False,False,NAVIGATE,2,1,,,,,
8533,172752,1.9499999999999968,25,-4241.729999999975,-0.2200000000000008,2.3503999999999983,True,True,False,False,False,NAVIGATE,2,1,0.5986104011535645,,0.1,139.0,0.0352894325772328
8534,172776,1.1499999999999961,25,-4240.579999999975,0.009999999999998944,2.3458999999999985,True,True,False,False,False,NAVIGATE,2,1,0.0584801621735096,,0.1,139.0,0.036886653550975944
8535,172780,15.940000000000001,3,-4224.639999999976,3.1039999999999988,2.508299999999998,True,True,True,True,True,TREAT,0,0,0.5833442211151123,,0.1,139.0,0.03826446595153439
8536,172804,0.6499999999999961,25,-4223.989999999976,4.108999999999998,2.5067999999999984,True,True,False,False,False,NAVIGATE,1,1,,,0.1,139.0,0.034573911173490415
8537,172828,1.1999999999999968,25,-4222.789999999976,4.168999999999998,2.5077999999999983,True,True,False,False,False,NAVIGATE,1,1,0.08668914437294006,,0.1,139.0,0.018607067649568213
8538,172852,0.19999999999999774,25,-4222.5899999999765,4.123999999999997,2.5007999999999986,True,True,False,False,False,NAVIGATE,3,1,0.06192047521471977,,0.1,139.0,0.030349801354700945
8539,172880,1.3999999999999968,25,-4221.189999999977,4.288999999999998,2.500799999999998,True,True,False,False,False,NAVIGATE,2,1,0.05442899093031883,,0.1,139.0,0.035040260008631426
8540,172904,0.7999999999999972,25,-4220.389999999977,2.7789999999999973,2.502799999999999,True,True,False,False,False,NAVIGATE,3,1,,,0.1,139.0,0.015435377772347941
8541,172920,2.1799999999999975,16,-4218.209999999976,2.8069999999999977,2.3679999999999977,True,True,True,False,False,TREAT,4,2,0.5500398278236389,,0.1,139.0,0.005720103424927175
8542,172944,1.5999999999999965,25,-4216.609999999976,2.706999999999997,2.372999999999998,True,True,False,False,False,NAVIGATE,2,1,0.06947274506092072,,0.1,139.0,0.023352825324865722
8543,172968,2.3999999999999977,25,-4214.209999999976,2.751999999999998,2.3989999999999982,True,True,False,False,False,NAVIGATE,1,1,0.44616061449050903,,0.1,139.0,0.027788992903657706
8544,172996,0.19999999999999707,25,-4214.009999999977,2.6569999999999974,2.3789999999999982,True,True,False,False,False,NAVIGATE,2,1,,,0.1,139.0,0.03596659587422158
8545,172996,4.940000000000001,3,-4209.069999999977,1.5569999999999975,2.414399999999998,True,True,True,True,False,TREAT,0,0,,,0.1,139.0,0.03596659587422158
8546,173024,1.0999999999999963,25,-4207.969999999977,1.6019999999999974,2.4248999999999983,True,True,False,False,False,NAVIGATE,2,1,0.023382624611258507,,0.1,140.0,0.02302176225491713
8547,173048,0.6499999999999957,25,-4207.319999999977,1.5469999999999975,2.415799999999998,True,True,False,False,False,NAVIGATE,2,2,0.5589593648910522,,0.1,140.0,0.021530502016357946
8548,173052,15.940000000000001,3,-4191.379999999977,3.1209999999999978,2.5606999999999984,True,True,True,True,True,TREAT,0,0,,,0.1,140.0,0.022469892029967534
8549,173076,1.799999999999996,25,-4189.579999999977,3.160999999999998,2.728699999999998,True,True,False,False,False,NAVIGATE,2,1,0.0977674275636673,,0.1,140.0,0.05789604044131333
8550,173100,0.8499999999999959,25,-4188.729999999977,3.1659999999999977,2.8171999999999984,True,True,False,False,False,NAVIGATE,2,2,0.05743936076760292,,0.1,140.0,0.001267266809715858
8551,173124,0.599999999999997,25,-4188.1299999999765,3.007999999999998,2.819199999999999,True,True,False,False,False,NAVIGATE,3,1,0.11900198459625244,,0.1,140.0,0.041927713024209876
8552,173152,1.7999999999999983,25,-4186.329999999976,3.027999999999998,2.8301999999999987,True,True,False,False,False,NAVIGATE,3,1,,,0.1,140.0,0.07813824899821689
8553,173176,1.5999999999999965,25,-4184.729999999976,2.9479999999999977,2.824199999999999,True,True,False,False,False,NAVIGATE,2,1,0.16165493428707123,,0.1,140.0,0.11617580251687959
8554,173200,1.3999999999999975,25,-4183.329999999976,3.067999999999998,2.9421999999999984,True,True,False,False,False,NAVIGATE,2,1,0.06037577614188194,,0.1,140.0,0.046689446705565116
8555,173224,0.4999999999999962,25,-4182.829999999976,2.6239999999999974,2.9431999999999983,True,True,False,False,False,NAVIGATE,1,1,0.12663522362709045,,0.1,140.0,0.01412142931423763
8556,173252,1.1999999999999977,25,-4181.6299999999765,2.6339999999999972,2.937699999999998,True,True,False,False,False,NAVIGATE,1,1,,,0.1,140.0,0.08371225039074334
8557,173276,0.9999999999999971,25,-4180.6299999999765,2.668999999999998,2.928099999999998,True,True,False,False,False,NAVIGATE,1,1,0.7362712621688843,,0.1,140.0,0.09563302688932017
8558,173300,0.7999999999999972,25,-4179.829999999976,1.154999999999997,2.9140999999999986,True,True,False,False,False,NAVIGATE,3,1,0.10304892808198929,,0.1,140.0,0.0496879703188066
8559,173324,-0.05000000000000249,25,-4179.8799999999765,0.9699999999999973,2.9030999999999976,True,True,False,False,False,NAVIGATE,2,1,0.07259328663349152,,0.1,140.0,0.039649432438612894
8560,173352,1.5999999999999965,25,-4178.279999999976,1.044999999999997,2.9140999999999986,True,True,False,False,False,NAVIGATE,2,1,,,0.1,140.0,0.023809930427622816
8561,173376,0.049999999999996936,25,-4178.229999999976,0.9899999999999972,2.9065999999999987,True,True,False,False,False,NAVIGATE,3,2,0.6794036626815796,,0.1,140.0,0.02122864464364785
8562,173400,1.3999999999999968,25,-4176.829999999976,0.949999999999997,2.9025999999999983,True,True,False,False,False,NAVIGATE,2,1,0.39630627632141113,,0.1,140.0,0.034016240045803114
8563,173424,-0.5000000000000018,25,-4177.329999999976,0.7399999999999972,2.881599999999998,True,True,False,False,False,NAVIGATE,2,1,0.10374560952186584,,0.1,140.0,0.024823688275170803
8564,173452,-1.9984014443252818e-15,25,-4177.329999999976,0.5999999999999972,2.8595999999999977,True,True,False,False,False,NAVIGATE,2,2,,,0.1,140.0,0.0029340321732474516
8565,173476,1.5999999999999974,25,-4175.729999999976,0.7099999999999973,2.872599999999998,True,True,False,False,False,NAVIGATE,3,2,0.0591597706079483,,0.1,140.0,0.018194370400898968
8566,173500,-3.6000000000000014,25,-4179.329999999976,0.2299999999999974,2.837099999999998,True,True,False,False,False,NAVIGATE,2,2,0.10312941670417786,,0.1,140.0,0.030339532538654658
8567,173524,0.3999999999999968,25,-4178.929999999977,0.16999999999999735,2.822299999999998,True,True,False,False,False,NAVIGATE,3,2,0.15475566685199738,,0.1,140.0,0.022192927523503582
8568,173552,-3.6000000000000005,25,-4182.529999999977,-0.2700000000000024,2.622099999999998,True,True,False,False,False,NAVIGATE,2,2,,,0.1,140.0,0.04182700521559389
8569,173556,1.1999999999999997,5,-4181.329999999977,-0.14500000000000218,2.6310999999999973,True,True,True,False,False,TREAT,4,2,0.3227922320365906,,0.1,140.0,0.046396139322141296
8570,173580,-0.15000000000000213,25,-4181.479999999977,-0.320000000000002,2.4614999999999982,True,True,False,False,False,NAVIGATE,3,1,0.6489394903182983,,0.1,140.0,0.09446617640735182
8571,173604,0.4999999999999958,25,-4180.979999999977,-0.27500000000000213,2.460999999999998,True,True,False,False,False,NAVIGATE,3,2,0.11335083097219467,,0.1,140.0,0.0842082398563777
8572,173628,1.2399999999999984,23,-4179.739999999977,-0.29100000000000203,2.4613999999999985,True,True,True,False,False,TREAT,4,1,,,0.1,140.0,0.08672127005127542
8573,173652,0.9999999999999971,25,-4178.739999999977,-0.14100000000000207,2.311999999999998,True,True,False,False,False,NAVIGATE,1,1,0.03548893705010414,,0.1,140.0,0.10159169167712087
8574,173680,2.5999999999999988,25,-4176.139999999977,0.11899999999999797,2.326599999999998,True,True,False,False,False,NAVIGATE,2,1,0.500067412853241,,0.1,140.0,0.03229839094827812
8575,173704,0.9999999999999964,25,-4175.139999999977,0.05899999999999794,2.324599999999998,True,True,False,False,False,NAVIGATE,2,1,0.11636222153902054,,0.1,140.0,0.05547653856630055
8576,173728,-0.7000000000000024,25,-4175.8399999999765,0.34899999999999776,2.298599999999998,True,True,False,False,False,NAVIGATE,2,2,,,0.1,140.0,0.04035499344542039
8577,173752,1.0999999999999968,25,-4174.739999999976,0.4189999999999978,2.131699999999998,True,True,False,False,False,NAVIGATE,2,1,0.0176218394190073,,0.1,140.0,0.0176337746830035
8578,173780,2.1999999999999975,25,-4172.539999999976,0.9989999999999977,1.994699999999998,True,True,False,False,False,NAVIGATE,1,1,0.19193822145462036,,0.1,140.0,0.02113646073151954
8579,173784,16.42,4,-4156.119999999976,2.520999999999998,1.994699999999998,True,True,True,True,True,TREAT,0,0,0.13777196407318115,,0.1,140.0,0.020526639143012563
8580,173808,-2.4424906541753444e-15,25,-4156.119999999976,2.5359999999999974,1.9706999999999977,True,True,False,False,False,NAVIGATE,2,2,,,0.1,140.0,0.022721376955865215
8581,173832,1.599999999999997,25,-4154.519999999976,2.645999999999998,1.823299999999998,True,True,False,False,False,NAVIGATE,3,1,0.029042264446616173,,0.1,140.0,0.02608144534128712
8582,173856,-3.1086244689504383e-15,25,-4154.519999999976,2.5219999999999976,1.802499999999998,True,True,False,False,False,NAVIGATE,1,1,0.18104863166809082,,0.1,140.0,0.0035803857098628683
8583,173884,0.7999999999999976,25,-4153.719999999976,2.5019999999999976,1.7989999999999984,True,True,False,False,False,NAVIGATE,3,1,0.11206689476966858,,0.1,140.0,0.003241332112366738
8584,173908,1.0499999999999958,25,-4152.6699999999755,2.3469999999999973,1.8004999999999982,True,True,False,False,False,NAVIGATE,4,1,,,0.1,140.0,0.001733733986435393
8585,173932,0.9999999999999969,25,-4151.6699999999755,2.3469999999999973,1.808499999999998,True,True,False,False,False,NAVIGATE,1,1,0.569027304649353,,0.1,140.0,0.002714439966266626
8586,173956,1.8999999999999968,25,-4149.769999999976,2.606999999999997,1.6732999999999982,True,True,False,False,False,NAVIGATE,4,1,0.12159775197505951,,0.1,140.0,0.04494564851935267
8587,173984,1.5999999999999959,25,-4148.1699999999755,2.6569999999999974,1.520399999999998,True,True,False,False,False,NAVIGATE,1,1,0.10145236551761627,,0.1,140.0,0.036421126150748155
8588,174008,0.14999999999999747,25,-4148.019999999976,2.4519999999999973,1.5063999999999982,True,True,False,False,False,NAVIGATE,2,1,,,0.1,140.0,0.015158493415548447
8589,174032,1.1499999999999957,25,-4146.869999999976,0.9249999999999966,1.5153999999999979,True,True,False,False,False,NAVIGATE,2,1,0.0442197360098362,,0.1,140.0,0.003627806408339968
8590,174056,0.9499999999999964,25,-4145.919999999976,1.0199999999999965,1.4992999999999979,True,True,False,False,False,NAVIGATE,3,1,0.16337741911411285,,0.1,140.0,0.02874006008694749
8591,174084,0.9499999999999973,25,-4144.969999999977,0.9549999999999967,1.4952999999999976,True,True,False,False,False,NAVIGATE,1,1,0.07058410346508026,,0.1,140.0,0.023560022267133687
